DateTime,S&P 500 PE Ratio
1871-01-01 00:00:58,11.1
1871-02-01 00:00:58,11.25
1871-03-01 00:00:58,11.52
1871-04-01 00:00:58,11.85
1871-05-01 00:00:58,12.15
1871-06-01 00:00:58,12.05
1871-07-01 00:00:58,11.82
1871-08-01 00:00:58,11.98
1871-09-01 00:00:58,12.1
1871-10-01 00:00:58,11.48
1871-11-01 00:00:58,11.6
1871-12-01 00:00:58,11.85
1872-01-01 00:00:58,12.07
1872-02-01 00:00:58,12.05
1872-03-01 00:00:58,12.37
1872-04-01 00:00:58,12.63
1872-05-01 00:00:58,12.56
1872-06-01 00:00:58,12.36
1872-07-01 00:00:58,12.22
1872-08-01 00:00:58,12
1872-09-01 00:00:58,11.72
1872-10-01 00:00:58,11.69
1872-11-01 00:00:58,11.58
1872-12-01 00:00:58,11.79
1873-01-01 00:00:58,11.82
1873-02-01 00:00:58,11.84
1873-03-01 00:00:58,11.68
1873-04-01 00:00:58,11.45
1873-05-01 00:00:58,11.41
1873-06-01 00:00:58,11.19
1873-07-01 00:00:58,11.11
1873-08-01 00:00:58,11.04
1873-09-01 00:00:58,10.14
1873-10-01 00:00:58,9.21
1873-11-01 00:00:58,8.83
1873-12-01 00:00:58,9.61
1874-01-01 00:00:58,10.13
1874-02-01 00:00:58,10.43
1874-03-01 00:00:58,10.28
1874-04-01 00:00:58,10
1874-05-01 00:00:58,9.74
1874-06-01 00:00:58,9.7
1874-07-01 00:00:58,9.7
1874-08-01 00:00:58,9.72
1874-09-01 00:00:58,9.87
1874-10-01 00:00:58,9.85
1874-11-01 00:00:58,9.93
1874-12-01 00:00:58,9.87
1875-01-01 00:00:58,10.05
1875-02-01 00:00:58,10.22
1875-03-01 00:00:58,10.55
1875-04-01 00:00:58,10.9
1875-05-01 00:00:58,10.69
1875-06-01 00:00:58,10.68
1875-07-01 00:00:58,10.93
1875-08-01 00:00:58,11.21
1875-09-01 00:00:58,11.35
1875-10-01 00:00:58,11.41
1875-11-01 00:00:58,11.87
1875-12-01 00:00:58,12.14
1876-01-01 00:00:58,12.62
1876-02-01 00:00:58,13.04
1876-03-01 00:00:58,13.26
1876-04-01 00:00:58,13.02
1876-05-01 00:00:58,12.79
1876-06-01 00:00:58,12.97
1876-07-01 00:00:58,13.09
1876-08-01 00:00:58,12.81
1876-09-01 00:00:58,12.3
1876-10-01 00:00:58,12.51
1876-11-01 00:00:58,12.56
1876-12-01 00:00:58,12.79
1877-01-01 00:00:58,12.6
1877-02-01 00:00:58,11.79
1877-03-01 00:00:58,11.12
1877-04-01 00:00:58,10.25
1877-05-01 00:00:58,10.2
1877-06-01 00:00:58,9.41
1877-07-01 00:00:58,9.77
1877-08-01 00:00:58,10.4
1877-09-01 00:00:58,10.98
1877-10-01 00:00:58,11.16
1877-11-01 00:00:58,10.93
1877-12-01 00:00:58,10.83
1878-01-01 00:00:58,10.8
1878-02-01 00:00:58,10.54
1878-03-01 00:00:58,10.71
1878-04-01 00:00:58,10.98
1878-05-01 00:00:58,10.98
1878-06-01 00:00:58,11.18
1878-07-01 00:00:58,11.38
1878-08-01 00:00:58,11.25
1878-09-01 00:00:58,11.45
1878-10-01 00:00:58,11.29
1878-11-01 00:00:58,11.22
1878-12-01 00:00:58,11.13
1879-01-01 00:00:58,11.34
1879-02-01 00:00:58,11.53
1879-03-01 00:00:58,11.15
1879-04-01 00:00:58,11.31
1879-05-01 00:00:58,11.62
1879-06-01 00:00:58,11.48
1879-07-01 00:00:58,11.52
1879-08-01 00:00:58,11.41
1879-09-01 00:00:58,11.64
1879-10-01 00:00:58,12.71
1879-11-01 00:00:58,13.17
1879-12-01 00:00:58,12.95
1880-01-01 00:00:58,13.13
1880-02-01 00:00:58,13.06
1880-03-01 00:00:58,13.01
1880-04-01 00:00:58,12.43
1880-05-01 00:00:58,11.2
1880-06-01 00:00:58,11.01
1880-07-01 00:00:58,11.28
1880-08-01 00:00:58,11.45
1880-09-01 00:00:58,11.2
1880-10-01 00:00:58,11.3
1880-11-01 00:00:58,11.67
1880-12-01 00:00:58,11.92
1881-01-01 00:00:58,12.74
1881-02-01 00:00:58,12.81
1881-03-01 00:00:58,13.07
1881-04-01 00:00:58,13.14
1881-05-01 00:00:58,13.85
1881-06-01 00:00:58,14.15
1881-07-01 00:00:58,13.78
1881-08-01 00:00:58,13.58
1881-09-01 00:00:58,13.81
1881-10-01 00:00:58,13.72
1881-11-01 00:00:58,13.94
1881-12-01 00:00:58,13.66
1882-01-01 00:00:58,13.48
1882-02-01 00:00:58,13.21
1882-03-01 00:00:58,13.21
1882-04-01 00:00:58,13.24
1882-05-01 00:00:58,13.1
1882-06-01 00:00:58,13.06
1882-07-01 00:00:58,13.82
1882-08-01 00:00:58,14.26
1882-09-01 00:00:58,14.43
1882-10-01 00:00:58,14.06
1882-11-01 00:00:58,13.49
1882-12-01 00:00:58,13.58
1883-01-01 00:00:58,13.59
1883-02-01 00:00:58,13.36
1883-03-01 00:00:58,13.61
1883-04-01 00:00:58,13.98
1883-05-01 00:00:58,13.82
1883-06-01 00:00:58,14.02
1883-07-01 00:00:58,13.89
1883-08-01 00:00:58,13.34
1883-09-01 00:00:58,13.57
1883-10-01 00:00:58,13.28
1883-11-01 00:00:58,13.57
1883-12-01 00:00:00,13.35
1884-01-01 00:00:00,13.2
1884-02-01 00:00:00,13.82
1884-03-01 00:00:00,14.04
1884-04-01 00:00:00,13.68
1884-05-01 00:00:00,12.83
1884-06-01 00:00:00,12.56
1884-07-01 00:00:00,12.83
1884-08-01 00:00:00,13.94
1884-09-01 00:00:00,13.8
1884-10-01 00:00:00,13.66
1884-11-01 00:00:00,13.7
1884-12-01 00:00:00,14
1885-01-01 00:00:00,13.82
1885-02-01 00:00:00,14.41
1885-03-01 00:00:00,14.6
1885-04-01 00:00:00,14.73
1885-05-01 00:00:00,14.73
1885-06-01 00:00:00,14.83
1885-07-01 00:00:00,15.56
1885-08-01 00:00:00,16.63
1885-09-01 00:00:00,16.61
1885-10-01 00:00:00,17.78
1885-11-01 00:00:00,19.17
1885-12-01 00:00:00,19.26
1886-01-01 00:00:00,18.91
1886-02-01 00:00:00,18.93
1886-03-01 00:00:00,18.21
1886-04-01 00:00:00,17.66
1886-05-01 00:00:00,17.02
1886-06-01 00:00:00,17.5
1886-07-01 00:00:00,17.48
1886-08-01 00:00:00,17.32
1886-09-01 00:00:00,17.49
1886-10-01 00:00:00,17.66
1886-11-01 00:00:00,17.82
1886-12-01 00:00:00,17.09
1887-01-01 00:00:00,16.78
1887-02-01 00:00:00,16.54
1887-03-01 00:00:00,16.8
1887-04-01 00:00:00,17.06
1887-05-01 00:00:00,17.23
1887-06-01 00:00:00,16.61
1887-07-01 00:00:00,16.09
1887-08-01 00:00:00,15.57
1887-09-01 00:00:00,15.26
1887-10-01 00:00:00,14.65
1887-11-01 00:00:00,14.83
1887-12-01 00:00:00,14.64
1888-01-01 00:00:00,15.1
1888-02-01 00:00:00,15.38
1888-03-01 00:00:00,15.16
1888-04-01 00:00:00,15.61
1888-05-01 00:00:00,16.24
1888-06-01 00:00:00,16.16
1888-07-01 00:00:00,17.04
1888-08-01 00:00:00,17.9
1888-09-01 00:00:00,18.88
1888-10-01 00:00:00,19.34
1888-11-01 00:00:00,19.53
1888-12-01 00:00:00,19.77
1889-01-01 00:00:00,19.9
1889-02-01 00:00:00,19.87
1889-03-01 00:00:00,19.22
1889-04-01 00:00:00,18.95
1889-05-01 00:00:00,19.23
1889-06-01 00:00:00,19.32
1889-07-01 00:00:00,18.71
1889-08-01 00:00:00,18.73
1889-09-01 00:00:00,18.97
1889-10-01 00:00:00,18.41
1889-11-01 00:00:00,18.03
1889-12-01 00:00:00,17.73
1890-01-01 00:00:00,17.98
1890-02-01 00:00:00,17.83
1890-03-01 00:00:00,17.75
1890-04-01 00:00:00,18.17
1890-05-01 00:00:00,19
1890-06-01 00:00:00,18.92
1890-07-01 00:00:00,18.83
1890-08-01 00:00:00,18.45
1890-09-01 00:00:00,18.19
1890-10-01 00:00:00,17.42
1890-11-01 00:00:00,16.2
1890-12-01 00:00:00,15.86
1891-01-01 00:00:00,16.45
1891-02-01 00:00:00,16.43
1891-03-01 00:00:00,15.9
1891-04-01 00:00:00,16.2
1891-05-01 00:00:00,15.93
1891-06-01 00:00:00,15.4
1891-07-01 00:00:00,14.94
1891-08-01 00:00:00,15.25
1891-09-01 00:00:00,16.27
1891-10-01 00:00:00,16.07
1891-11-01 00:00:00,15.63
1891-12-01 00:00:00,15.91
1892-01-01 00:00:00,16.09
1892-02-01 00:00:00,16
1892-03-01 00:00:00,16.06
1892-04-01 00:00:00,15.91
1892-05-01 00:00:00,15.8
1892-06-01 00:00:00,15.61
1892-07-01 00:00:00,15.5
1892-08-01 00:00:00,15.61
1892-09-01 00:00:00,15.12
1892-10-01 00:00:00,15.32
1892-11-01 00:00:00,15.16
1892-12-01 00:00:00,14.89
1893-01-01 00:00:00,15.55
1893-02-01 00:00:00,15.67
1893-03-01 00:00:00,15.5
1893-04-01 00:00:00,15.93
1893-05-01 00:00:00,14.93
1893-06-01 00:00:00,14.63
1893-07-01 00:00:00,13.67
1893-08-01 00:00:00,13.75
1893-09-01 00:00:00,15.2
1893-10-01 00:00:00,16.17
1893-11-01 00:00:00,16.98
1893-12-01 00:00:00,16.96
1894-01-01 00:00:00,17.16
1894-02-01 00:00:00,18
1894-03-01 00:00:00,19.19
1894-04-01 00:00:00,20.16
1894-05-01 00:00:00,20.16
1894-06-01 00:00:00,20.67
1894-07-01 00:00:00,21.07
1894-08-01 00:00:00,22.81
1894-09-01 00:00:00,24.22
1894-10-01 00:00:00,24.56
1894-11-01 00:00:00,25.79
1894-12-01 00:00:00,26.88
1895-01-01 00:00:00,25.37
1895-02-01 00:00:00,23.94
1895-03-01 00:00:00,22.96
1895-04-01 00:00:00,23
1895-05-01 00:00:00,23.34
1895-06-01 00:00:00,22.93
1895-07-01 00:00:00,22.21
1895-08-01 00:00:00,21.77
1895-09-01 00:00:00,21.19
1895-10-01 00:00:00,20.21
1895-11-01 00:00:00,18.93
1895-12-01 00:00:00,17.28
1896-01-01 00:00:00,17.31
1896-02-01 00:00:00,18.29
1896-03-01 00:00:00,18.25
1896-04-01 00:00:00,18.67
1896-05-01 00:00:00,18.86
1896-06-01 00:00:00,18.78
1896-07-01 00:00:00,17.82
1896-08-01 00:00:00,17.06
1896-09-01 00:00:00,18.23
1896-10-01 00:00:00,18.92
1896-11-01 00:00:00,20.53
1896-12-01 00:00:00,20.1
1897-01-01 00:00:00,19.33
1897-02-01 00:00:00,18.44
1897-03-01 00:00:00,17.83
1897-04-01 00:00:00,16.69
1897-05-01 00:00:00,16.21
1897-06-01 00:00:00,16.42
1897-07-01 00:00:00,16.62
1897-08-01 00:00:00,17.17
1897-09-01 00:00:00,17.47
1897-10-01 00:00:00,16.43
1897-11-01 00:00:00,15.41
1897-12-01 00:00:00,15.32
1898-01-01 00:00:00,15.58
1898-02-01 00:00:00,15.38
1898-03-01 00:00:00,14.53
1898-04-01 00:00:00,14.14
1898-05-01 00:00:00,14.91
1898-06-01 00:00:00,15.33
1898-07-01 00:00:00,15.24
1898-08-01 00:00:00,15.65
1898-09-01 00:00:00,15.47
1898-10-01 00:00:00,15
1898-11-01 00:00:00,15.34
1898-12-01 00:00:00,16.14
1899-01-01 00:00:00,16.85
1899-02-01 00:00:00,16.98
1899-03-01 00:00:00,16.73
1899-04-01 00:00:00,16.48
1899-05-01 00:00:00,15.36
1899-06-01 00:00:00,14.63
1899-07-01 00:00:00,14.75
1899-08-01 00:00:00,14.75
1899-09-01 00:00:00,14.23
1899-10-01 00:00:00,13.83
1899-11-01 00:00:00,13.77
1899-12-01 00:00:00,12.54
01-01-1900 00:00,12.71
01-02-1900 00:00,12.94
01-03-1900 00:00,13.04
01-04-1900 00:00,13.21
01-05-1900 00:00,12.58
01-06-1900 00:00,12.21
01-07-1900 00:00,12.21
01-08-1900 00:00,12.38
01-09-1900 00:00,12.08
01-10-1900 00:00,12.52
01-11-1900 00:00,13.5
01-12-1900 00:00,14.31
01-01-1901 00:00,14.68
01-02-1901 00:00,15
01-03-1901 00:00,15.48
01-04-1901 00:00,16.72
01-05-1901 00:00,15.83
01-06-1901 00:00,17.35
01-07-1901 00:00,16.13
01-08-1901 00:00,16.3
01-09-1901 00:00,16.16
01-10-1901 00:00,15.93
01-11-1901 00:00,16.22
01-12-1901 00:00,15.9
01-01-1902 00:00,15.9
01-02-1902 00:00,15.7
01-03-1902 00:00,15.4
01-04-1902 00:00,15.61
01-05-1902 00:00,15.27
01-06-1902 00:00,14.88
01-07-1902 00:00,14.94
01-08-1902 00:00,15.05
01-09-1902 00:00,14.81
01-10-1902 00:00,14.09
01-11-1902 00:00,13.31
01-12-1902 00:00,12.78
01-01-1903 00:00,13.61
01-02-1903 00:00,13.71
01-03-1903 00:00,13.36
01-04-1903 00:00,12.99
01-05-1903 00:00,12.92
01-06-1903 00:00,12.38
01-07-1903 00:00,11.98
01-08-1903 00:00,11.77
01-09-1903 00:00,11.66
01-10-1903 00:00,11.45
01-11-1903 00:00,11.67
01-12-1903 00:00,12.4
01-01-1904 00:00,12.68
01-02-1904 00:00,12.42
01-03-1904 00:00,12.46
01-04-1904 00:00,12.85
01-05-1904 00:00,12.66
01-06-1904 00:00,12.76
01-07-1904 00:00,13.38
01-08-1904 00:00,13.93
01-09-1904 00:00,14.64
01-10-1904 00:00,15.6
01-11-1904 00:00,16.56
01-12-1904 00:00,16.84
01-01-1905 00:00,16.69
01-02-1905 00:00,16.92
01-03-1905 00:00,16.92
01-04-1905 00:00,16.25
01-05-1905 00:00,15.04
01-06-1905 00:00,14.83
01-07-1905 00:00,14.91
01-08-1905 00:00,15.08
01-09-1905 00:00,14.77
01-10-1905 00:00,14.62
01-11-1905 00:00,14.21
01-12-1905 00:00,14.24
01-01-1906 00:00,14.57
01-02-1906 00:00,14.31
01-03-1906 00:00,13.81
01-04-1906 00:00,13.47
01-05-1906 00:00,12.98
01-06-1906 00:00,13.01
01-07-1906 00:00,12.54
01-08-1906 00:00,13.33
01-09-1906 00:00,13.6
01-10-1906 00:00,13.06
01-11-1906 00:00,13.2
01-12-1906 00:00,12.95
01-01-1907 00:00,12.72
01-02-1907 00:00,12.46
01-03-1907 00:00,11.36
01-04-1907 00:00,11.55
01-05-1907 00:00,11.28
01-06-1907 00:00,11.04
01-07-1907 00:00,11.6
01-08-1907 00:00,10.86
01-09-1907 00:00,10.88
01-10-1907 00:00,9.81
01-11-1907 00:00,9.35
01-12-1907 00:00,9.95
01-01-1908 00:00,10.49
01-02-1908 00:00,10.21
01-03-1908 00:00,10.73
01-04-1908 00:00,11.43
01-05-1908 00:00,12.17
01-06-1908 00:00,12.32
01-07-1908 00:00,12.91
01-08-1908 00:00,13.61
01-09-1908 00:00,13.62
01-10-1908 00:00,13.94
01-11-1908 00:00,15.05
01-12-1908 00:00,15.57
01-01-1909 00:00,15.23
01-02-1909 00:00,14.43
01-03-1909 00:00,14.27
01-04-1909 00:00,14.56
01-05-1909 00:00,14.7
01-06-1909 00:00,14.63
01-07-1909 00:00,14.51
01-08-1909 00:00,14.54
01-09-1909 00:00,14.25
01-10-1909 00:00,14.01
01-11-1909 00:00,13.66
01-12-1909 00:00,13.55
01-01-1910 00:00,13.31
01-02-1910 00:00,12.87
01-03-1910 00:00,13.24
01-04-1910 00:00,12.96
01-05-1910 00:00,12.79
01-06-1910 00:00,12.21
01-07-1910 00:00,11.64
01-08-1910 00:00,11.96
01-09-1910 00:00,12.08
01-10-1910 00:00,12.68
01-11-1910 00:00,12.71
01-12-1910 00:00,12.4
01-01-1911 00:00,12.91
01-02-1911 00:00,13.34
01-03-1911 00:00,13.41
01-04-1911 00:00,13.58
01-05-1911 00:00,14.11
01-06-1911 00:00,14.65
01-07-1911 00:00,14.85
01-08-1911 00:00,14.4
01-09-1911 00:00,13.87
01-10-1911 00:00,14.22
01-11-1911 00:00,15.07
01-12-1911 00:00,15.44
01-01-1912 00:00,15.22
01-02-1912 00:00,14.86
01-03-1912 00:00,15.06
01-04-1912 00:00,15.3
01-05-1912 00:00,15.07
01-06-1912 00:00,14.85
01-07-1912 00:00,14.66
01-08-1912 00:00,14.79
01-09-1912 00:00,14.66
01-10-1912 00:00,14.43
01-11-1912 00:00,14.09
01-12-1912 00:00,13.4
01-01-1913 00:00,13.4
01-02-1913 00:00,13.03
01-03-1913 00:00,12.89
01-04-1913 00:00,12.99
01-05-1913 00:00,12.75
01-06-1913 00:00,12.21
01-07-1913 00:00,12.48
01-08-1913 00:00,12.93
01-09-1913 00:00,13.17
01-10-1913 00:00,12.87
01-11-1913 00:00,12.66
01-12-1913 00:00,12.76
01-01-1914 00:00,13.48
01-02-1914 00:00,13.86
01-03-1914 00:00,13.81
01-04-1914 00:00,13.69
01-05-1914 00:00,13.98
01-06-1914 00:00,14.14
01-07-1914 00:00,13.57
01-08-1914 00:00,13.8
01-09-1914 00:00,14.03
01-10-1914 00:00,14.27
01-11-1914 00:00,14.51
01-12-1914 00:00,14.13
01-01-1915 00:00,13.6
01-02-1915 00:00,12.72
01-03-1915 00:00,12.41
01-04-1915 00:00,12.72
01-05-1915 00:00,11.87
01-06-1915 00:00,11.49
01-07-1915 00:00,10.97
01-08-1915 00:00,10.99
01-09-1915 00:00,10.96
01-10-1915 00:00,11.15
01-11-1915 00:00,11.13
01-12-1915 00:00,10.77
01-01-1916 00:00,9.99
01-02-1916 00:00,9.31
01-03-1916 00:00,8.8
01-04-1916 00:00,8.27
01-05-1916 00:00,8.05
01-06-1916 00:00,7.77
01-07-1916 00:00,7.33
01-08-1916 00:00,7.08
01-09-1916 00:00,7.08
01-10-1916 00:00,7.02
01-11-1916 00:00,6.92
01-12-1916 00:00,6.41
01-01-1917 00:00,6.34
01-02-1917 00:00,6.07
01-03-1917 00:00,6.34
01-04-1917 00:00,6.34
01-05-1917 00:00,6.21
01-06-1917 00:00,6.43
01-07-1917 00:00,6.35
01-08-1917 00:00,6.26
01-09-1917 00:00,6.05
01-10-1917 00:00,5.81
01-11-1917 00:00,5.41
01-12-1917 00:00,5.31
01-01-1918 00:00,5.74
01-02-1918 00:00,6.03
01-03-1918 00:00,6.03
01-04-1918 00:00,6.09
01-05-1918 00:00,6.42
01-06-1918 00:00,6.56
01-07-1918 00:00,6.76
01-08-1918 00:00,6.97
01-09-1918 00:00,7.09
01-10-1918 00:00,7.57
01-11-1918 00:00,7.95
01-12-1918 00:00,7.98
01-01-1919 00:00,7.97
01-02-1919 00:00,8.04
01-03-1919 00:00,8.33
